Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Treatment of functional neurological disorder: an umbrella review of systematic reviews and meta-analyses","CBT and physiotherapy show consistent benefits for functional neurological disorder, but more tailored, multimodal approaches are needed for optimal management.","Ioannis A. Mavroudis, F. Petrides, Katerina Franekova, Cătălina Ionescu, A. Ciobîcă, D. Kazis",2025,0,"Functional Neurological Disorder (FND) is among the most common reasons for neurology outpatient referrals, characterized by disabling motor, sensory, speech, and dissociative symptoms. It poses diagnostic and therapeutic challenges, often requiring multidisciplinary management and a biopsychosocial framework. To perform an umbrella review of systematic reviews and meta-analyses evaluating treatment efficacy across different FND subtypes, stratifying by intervention type, outcome direction, and quality of evidence. We systematically screened and analyzed 17 reviews encompassing psychological therapies, physiotherapy, neuromodulation, multidisciplinary rehabilitation, and pharmacological approaches. Studies were assessed for effect direction, GRADE certainty, and risk of bias across 10 methodological domains. Cognitive behavioral therapy (CBT) demonstrated consistent benefit for PNES and mixed presentations, particularly when delivered within multidisciplinary frameworks. Physiotherapy showed moderate improvements in functional motor symptoms, while neuromodulation yielded promising but inconsistent results. Hypnosis and suggestion-based treatments provided subjective benefit in select cases, whereas pharmacological interventions were largely used adjunctively to manage psychiatric comorbidities. Risk of bias and heterogeneity in outcome measures limited direct comparisons, and the overall methodological quality varied across studies. FND management appears to benefit most from tailored, multimodal approaches. While CBT and physiotherapy remain foundational, the overall quality of evidence remains moderate at best, highlighting a need for standardized outcome measures and rigorous trial designs to strengthen future practice guidelines.","systematic review","Journal of Neurology","1","10.1007/s00415-025-13449-7","https://consensus.app/papers/treatment-of-functional-neurological-disorder-an-mavroudis-petrides/19ab1a725f785abebe849ebca9355603/"
"Neuropsychiatric symptoms cluster and fluctuate over time in behavioral variant frontotemporal dementia","Neuropsychiatric symptoms in behavioral variant frontotemporal dementia cluster into four groups, with fluctuating nature suggesting they may not be reliable markers of disease progression or stage.","C. Morrow, V. Kamath, Bradford C. Dickerson, M. Eldaief, Neguine Rezaii, Bonnie Wong, Scott M. McGinnis, R. Darby, A. Staffaroni, M. Lapid, B. Pascual, Julio C. Rojas, Joseph C. Masdeu, K. Tsapkini, Edward D. Huey, Daniel W Fisher, A. Pantelyat, A. Balaji, Eric Sah, I. Litvan, K. Rascovsky, N. Ghoshal, K. Domoto-Reilly, J. Kornak, C. Onyike",2025,7,"Cognitive and behavioral phenomena define behavioral variant frontotemporal dementia (bvFTD), but neuropsychiatric symptoms (NPS) outside the core criteria are common throughout the illness. Identifying how NPS cluster in bvFTD may guide development of future therapies. Participants (n = 354) with sporadic and genetic bvFTD were enrolled in the ARTFL LEFFTDS Longitudinal Frontotemporal Lobar Degeneration Consortium. Dementia stage was defined as early (CDR® plus NACC FTLD ≤1) or advanced (CDR® plus NACC FTLD ≥1). Baseline and annual follow-up visit data were analyzed to compare NPS across stages of bvFTD. Psychiatric states were captured using the Neuropsychiatric Inventory-Questionnaire and Clinician Judgment of Symptoms. Polychoric cluster analysis was used to describe NPS clusters. NPS were highly prevalent (≥90%) in early and late bvFTD. Four NPS clusters were identified based on magnitude of factor loadings: affective, disinhibited, compulsive, and psychosis. Neuropsychiatric symptoms fluctuated across visits. In the affective cluster, depression showed the least visit-to-visit stability. In the disinhibited cluster, elation showed the least stability. Symptoms in the psychosis and compulsive clusters (hallucinations, delusions, obsessions/compulsions, and hyperorality) were largely stable, persisting from visit-to-visit in more than 50% of cases. Symptoms in the affective and disinhibited cluster were associated with the highest caregiver burden, while symptoms in the obsessive cluster were associated with the most functional impairment. NPS in bvFTD are frequent and cluster into four discrete groups. The fluctuating nature of some NPS in bvFTD suggests that they may not be reliable markers of disease progression or stage.","non-rct observational study","Psychiatry and Clinical Neurosciences","1","10.1111/pcn.13810","https://consensus.app/papers/neuropsychiatric-symptoms-cluster-and-fluctuate-over-morrow-kamath/1d9d866a00f353c1982dca36322a9384/"
"Mental Health Consequences of Traumatic Brain Injury","Traumatic brain injury (TBI) can cause a host of psychiatric and neurobehavioral problems, with milder injuries leading to affective symptoms, suicidality, and worsening of psychiatric disorders.","Jonathon R. Howlett, L. Nelson, Murray B. Stein",2021,239,"","","Biological Psychiatry","1","10.1016/j.biopsych.2021.09.024","https://consensus.app/papers/mental-health-consequences-of-traumatic-brain-injury-howlett-nelson/cb3a8f06aeed5955a6d643b68b74bca7/"
"Emotion Induced Monoamine Neuromodulator Release Affects Functional Neurological Disorders","Emotional stress and psychosocial adversity contribute to the pathogenesis of functional neurologic disorders, offering potential therapeutic drug targets or psychological intervention methods in the future.","Fei Liang, Qiuyue Xu, Mingchen Jiang, Rou Feng, Shan Jiang, Bin Yuan, Shijun Xu, Ting Wu, Fushun Wang, Jason H. Huang",2021,19,"Functional neurologic disorders (FNDs), also called conversion disorder (previously called hysteria), can show almost all the symptoms of other neurological diseases, including both physical (for example, seizure, weakness, fatigue) and psychological (for instance, depression, anxiety) symptoms. In spite of our general knowledge about emotional processes and developmental defects in the formation of these somatic symptoms, there is still no systemic and comprehensive research on the effects of emotional developmental variables in FND. Recently, both experimental and theoretical emotion studies have been greatly increased, such as prediction error, conceptual act model, basic emotional theory, and monoamine neuromodulator based three primary emotions. In addition, a large amount of evidence has confirmed the role of psychosocial adversity (such as stressful life events, interpersonal difficulties) as an important risk factor for FND. Here, we review recent advances about emotional stress on FND, and pay special attention to the effects of monoamine neuromodulators, such as how norepinephrine and serotonin affect behaviors. Then, we discuss the significance of these changes for FND, which may contribute to clarifying the pathogenesis of FND, and thus provide potential therapeutic drug targets or psychological intervention methods in the future.","","Frontiers in Cell and Developmental Biology","1","10.3389/fcell.2021.633048","https://consensus.app/papers/emotion-induced-monoamine-neuromodulator-release-liang-xu/27deaf0fbe3051ef8732e3991d4e2fbd/"
"Nutrition and mental health: A review of current knowledge about the impact of diet on mental health","A rational diet, physical activity, psychobiotics, and antioxidant consumption have the highest therapeutic potential for improving mental health.","Mateusz Grajek, K. Krupa-Kotara, Agnieszka Białek-Dratwa, K. Sobczyk, M. Grot, Oskar Kowalski, Wiktoria Staśkiewicz",2022,140,"Applied psychopharmacotherapy and psychotherapy do not always bring the expected results in the treatment of mental disorders. As a result, other interventions are receiving increasing attention. In recent years, there has been a surge in research on the effects of nutrition on mental status, which may be an important aspect of the prevention of many mental disorders and, at the same time, may lead to a reduction in the proportion of people with mental disorders. This review aims to answer whether and to what extent lifestyle and related nutrition affect mental health and whether there is scientific evidence supporting a link between diet and mental health. A review of the scientific evidence was conducted based on the available literature by typing in phrases related to nutrition and mental health using the methodological tool of the PubMed database. The literature search yielded 3,473 records, from which 356 sources directly related to the topic of the study were selected, and then those with the highest scientific value were selected according to bibliometric impact factors. In the context of current changes, urbanization, globalization, including the food industry, and changes in people's lifestyles and eating habits, the correlations between these phenomena and their impact on mental state become important. Knowledge of these correlations creates potential opportunities to implement new effective dietary, pharmacological, therapeutic, and above all preventive interventions. The highest therapeutic potential is seen in the rational diet, physical activity, use of psychobiotics, and consumption of antioxidants. Research also shows that there are nutritional interventions that have psychoprotective potential.","systematic review","Frontiers in Nutrition","1","10.3389/fnut.2022.943998","https://consensus.app/papers/nutrition-and-mental-health-a-review-of-current-knowledge-grajek-krupa-kotara/1dc29235a38251d4be04511532b89cff/"
"Functional Neurological Disorder: a multidisciplinary approach","A multidisciplinary approach is crucial for accurately diagnosing functional neurological disorders, as absence of clear psychological triggers and presence of neurological alterations can hinder study.","C. Alvarez Garcia, A. Gomez Martín, M.D.C. Molina Liétor, I. Cuevas Iñiguez, A. Sanz- Giancola",2022,1,"Introduction Functional neurological disorders (FNDs), also known as “conversion disorder”, consist in the appearance of neurological symptoms that do not correspond to any medical condition and produces an impairment in social, occupational and other areas in the patient’s life. This disorder can represent up to 30% of neurologist’s consultation. We introduce the case of a 23-year-old man who attended the emergency services due to fainting and was finally diagnosed with FND. Objectives To summarize the difficulties of making a diagnosis of FND and the importance of a multidisciplinary approach. Methods A narrative review through the presentation of a case. Results The patient presented many absence seizures during his stay in the hospital. These episodes were characterized by non-reactivity, dysarthria, tremors, tachycardia and hyperventilation. The neurological examination and imaging tests didn’t show any pathological findings. During the psychiatric interview he revealed he had lived a severe conflict with his brothers the previous week and he was being excluded within his family. Furthermore he didn’t have any social support besides his mother in the city he was living, leading this situation to an incrementation of anxiety. Due to the absence of any abnormalities in the examination and recent psychological conflict that was affecting him, FND diagnose was made. Conclusions Very frequently the absence of a clear psychological trigger and the presence of neurological alterations can hinder the study of the patient. This makes necessary a multidisciplinary approach and the knowledge of signs that can help to carry out an accurate diagnosis. Disclosure No significant relationships.","case report","European Psychiatry","1","10.1192/j.eurpsy.2022.1002","https://consensus.app/papers/functional-neurological-disorder-a-multidisciplinary-garcia-mart%C3%ADn/2732595bca89517a8fed7b2c9c5b78a2/"
"Agraphia due to Conversion Disorder (Functional Neurological Symptom Disorder) in an 8-year-old boy: a case report","Pediatric conversion disorder can be effectively treated with tailored psychological interventions and addressing familial dynamics, leading to rapid symptom improvement and successful school reintegration.","Nhu Minh Hang Tran, Tran Tuan Anh Le, Vu Quoc Huy Nguyen",2025,0,"Conversion disorder, a psychiatric condition characterized by neurological symptoms without organic etiology, is rare in children but can significantly impair functioning. This case report describes an 8-year-old boy presenting with sudden onset of hand tremors, inability to write, and recurrent abdominal pain following a three-month summer vacation and increased academic demands. Despite extensive neurological evaluations (MRI, EEG, EMG) showing no organic abnormalities, symptoms persisted, exacerbated by social isolation and secondary gains from family and school accommodations. Treatment with play therapy, cognitive therapy emphasizing fairness, and parental guidance to reduce overindulgence led to rapid symptom improvement within days. Follow-up over twenty months demonstrated sustained recovery and successful school reintegration. This case highlights the interplay of academic stress, psychological defense mechanisms, and secondary gains in pediatric conversion disorder, underscoring the efficacy of tailored psychological interventions and the importance of addressing familial dynamics to mitigate symptom persistence.","case report","Frontiers in Psychiatry","1","10.3389/fpsyt.2025.1687215","https://consensus.app/papers/agraphia-due-to-conversion-disorder-functional-tran-le/fcb4538dd960563494d6e9e2ec799854/"
"Influence of Lifestyle on Brain Sensitivity to Circulating Insulin-like Growth Factor 1","Social isolation and a high-fat diet increase anxiety and depression-like behavior in mice, with loss of brain IGF-1 input contributing to mood disturbances.","J. Zegarra-Valdivia, M. Z. Khan, Aurora Putzolu, Raffaela Cipriani, J. Pignatelli, I. Torres Alemán",2025,0,"Lifestyle factors, including social relationships and diet, influence mood homeostasis, a mechanism often dysregulated in high-incidence mental illnesses like depression and Alzheimer's dementia (AD). Given that insulin-like growth factor 1 (IGF-1) modulates mood and its blood levels are altered in both AD and affective disorders, we investigated whether IGF-1 activity in the brain was affected in mice subjected to social isolation or a high-fat diet (HFD). We found that both lifestyle conditions increased anxiety and depression-like behavior in C57BL/6 mice of both sexes, as determined by the elevated zero maze/open field tests and the forced swim test, respectively. These lifestyle conditions were associated with loss of neuronal responses to systemic IGF-1. Enhanced neuronal activity in the prefrontal cortex-measured via Cafiber photometry following intraperitoneal IGF-1 administration-was absent in both socially isolated and HFD-fed mice. However, only the HFD-fed group exhibited elevated serum IGF-1 levels. These findings suggest that loss of brain IGF-1 input may contribute to the observed mood disturbances, providing potential new targets to explore the heightened risk of depression and AD associated with loneliness and unhealthy diets in humans. Importantly, because reduced IGF-1 activity in the brain is not consistently reflected in serum levels, serum measurements are an unreliable indicator of brain IGF-1 activity.","non-rct experimental","International Journal of Molecular Sciences","1","10.3390/ijms262010008","https://consensus.app/papers/influence-of-lifestyle-on-brain-sensitivity-to-zegarra-valdivia-khan/d72c082612fe5670ae8ebc9b523a202e/"
"THE BIOLOGICAL AND NEUROLOGICAL CHANGES IN THE ADULT BRAIN DUE TO CHRONIC ANXIETY, STRESS, AND DEPRESSION","Chronic anxiety, stress, and depression cause significant biological and neurological changes in the adult brain, leading to cognitive deficits, emotional dysregulation, and persistent symptoms.","Arshpreet Kaur",2025,0,"Health conditions including long-term anxiety, stress, and depression have become increasingly prevalent in today’s society. These conditions have been said to have reached epidemic levels while they also significantly impact a vast percentage of the adult population. Also referred to as mental health disorders, these conditions are often exacerbated by factors such as modern lifestyle demands and environmental stressors. Consequently, not only do they impact patients’ emotional well-being but they also induce substantial biological and neurological changes in the adult brain. In essence, prolonged exposure to stress is noted to activate the hypothalamic-pituitary-adrenal (HPA) axis, resulting in cortisol dysregulation. Thus, affecting critical brain regions such as the hippocampus, amygdala, and prefrontal cortex. As a result, these regions undergo structural modifications, including hippocampal atrophy, prefrontal cortex thinning, and amygdala hyperactivity. Ultimately, this contributes to cognitive deficits, emotional dysregulation as well as persistent symptoms of depression and anxiety. Recent studies have highlighted the roles of neuroinflammation, oxidative stress, and neurotransmitter imbalances in the pathophysiology of these disorders. According to studies, elevated levels of pro-inflammatory cytokines and reactive oxygen species interfere with neuroplasticity and synaptic functioning, while disruptions in serotonin, dopamine, and norepinephrine systems further impair mood regulation. Additionally, epigenetic modifications and reduced expression of brain-derived neurotrophic factor (BDNF) have also been associated with long-term stress exposure, a revelation of a deeper molecular basis for the chronicity of these conditions. It is noteworthy that despite these adverse effects, the adult brain has the capacity to 3 retain a degree of plasticity that goes on to enable recovery through targeted interventions. These interventions include pharmacological treatments, psychotherapy, and lifestyle modifications. Additionally, some emerging therapies like transcranial magnetic stimulation (TMS) hold great promise for reversing and mitigating brain damage.","","South Eastern European Journal of Public Health","4","10.70135/seejph.vi.6323","https://consensus.app/papers/the-biological-and-neurological-changes-in-the-adult-brain-kaur/ef9deedde6765b92892ecda3d6ef0c8d/"
"Understanding Functional Neurological Disorder: Recent Insights and Diagnostic Challenges","Advances in neuroimaging techniques can help better understand and treat functional neurological disorder, potentially leading to more effective personalized treatment strategies.","Ioannis A. Mavroudis, D. Kazis, Fatima Zahra Kamal, I. Gurzu, A. Ciobîcă, M. Pădurariu, Bogdan Novac, A. Iordache",2024,32,"Functional neurological disorder (FND), formerly called conversion disorder, is a condition characterized by neurological symptoms that lack an identifiable organic purpose. These signs, which can consist of motor, sensory, or cognitive disturbances, are not deliberately produced and often vary in severity. Its diagnosis is predicated on clinical evaluation and the exclusion of other medical or psychiatric situations. Its treatment typically involves a multidisciplinary technique addressing each of the neurological symptoms and underlying psychological factors via a mixture of medical management, psychotherapy, and supportive interventions. Recent advances in neuroimaging and a deeper exploration of its epidemiology, pathophysiology, and clinical presentation have shed new light on this disorder. This paper synthesizes the current knowledge on FND, focusing on its epidemiology and underlying mechanisms, neuroimaging insights, and the differentiation of FND from feigning or malingering. This review highlights the phenotypic heterogeneity of FND and the diagnostic challenges it presents. It also discusses the significant role of neuroimaging in unraveling the complex neural underpinnings of FND and its potential in predicting treatment response. This paper underscores the importance of a nuanced understanding of FND in informing clinical practice and guiding future research. With advancements in neuroimaging techniques and growing recognition of the disorder's multifaceted nature, the paper suggests a promising trajectory toward more effective, personalized treatment strategies and a better overall understanding of the disorder.","","International Journal of Molecular Sciences","1","10.3390/ijms25084470","https://consensus.app/papers/understanding-functional-neurological-disorder-recent-mavroudis-kazis/811487551e5a513889f0e77cce24d67b/"
"Post-Concussion Syndrome and Functional Neurological Disorder: Diagnostic Interfaces, Risk Mechanisms, and the Functional Overlay Model","The Functional Overlay Model helps identify cases where functional symptomatology coexists with initial organic insults, improving diagnostic clarity and therapeutic planning for patients with persistent post-injury symptoms.","Ioannis A. Mavroudis, Foivos E Petridis, E. Karantali, A. Ciobîcă, S. Papagiannopoulos, D. Kazis",2025,2,"Post-concussion syndrome (PCS) and Functional Neurological Disorder (FND), including Functional Cognitive Disorder (FCD), are two frequently encountered but diagnostically complex conditions. While PCS is conceptualized as a sequela of mild traumatic brain injury (mTBI), FND/FCD encompasses symptoms incompatible with recognized neurological disease, often arising in the absence of structural brain damage. Yet, both conditions exhibit considerable clinical overlap-particularly in the domains of cognitive dysfunction, emotional dysregulation, and symptom persistence despite negative investigations. This review critically examines the shared and divergent features of PCS and FND/FCD. We explore their respective epidemiology, diagnostic criteria, and risk factors-including personality traits and trauma exposure-as well as emerging insights from neuroimaging and biomarkers. We propose the ""Functional Overlay Model"" as a clinical tool for navigating diagnostic ambiguity in patients with persistent post-injury symptoms. PCS and FND/FCD frequently share features such as subjective cognitive complaints, fatigue, anxiety, and heightened somatic vigilance. High neuroticism, maladaptive coping, prior psychiatric history, and trauma exposure emerge as common risk factors. Neuroimaging studies show persistent network dysfunction in both PCS and FND, with overlapping disruption in fronto-limbic and default mode systems. The Functional Overlay Model helps to identify cases where functional symptomatology coexists with or replaces an initial organic insult-particularly in patients with incongruent symptoms and normal objective testing. PCS and FND/FCD should be conceptualized along a continuum of brain dysfunction, shaped by injury, psychology, and contextual factors. Early recognition of functional overlays and stratified psychological interventions may improve outcomes for patients with persistent, medically unexplained symptoms after head trauma. This review introduces the Functional Overlay Model as a novel framework to enhance diagnostic clarity and therapeutic planning in patients presenting with persistent post-injury symptoms.","literature review","Brain Sciences","2","10.3390/brainsci15070755","https://consensus.app/papers/postconcussion-syndrome-and-functional-neurological-mavroudis-petridis/f428af5ce94b551f91cc93075a69fdd1/"
"Housing Environmental Enrichment, Lifestyles, and Public Health Indicators of Neurogenesis in Humans: A Pilot Study","Multi-storey houses and getting out of the house are associated with improved mental health and neurogenesis, while loneliness contributes to depression symptoms.","M. Khalil, Koen Steemers",2024,9,"In response to the rising mental health concerns and cognitive decline associated with the human brain's neurogenesis, which continues until the tenth decade of life but declines with age and is suppressed by poor environments, this pilot study investigates how physical environments may influence public health proxy measures of neurogenesis in humans. This pilot study focuses on the residential environment where people spend most of their time and age in place, exploring the dependency of depression, anxiety, and cognitive impairment variations on spatial and lifestyle variables. A total of 142 healthy adults in England completed a survey consisting of PHQ-8, GAD-7, and CFI questionnaires and other questions developed to capture the variance in spatial and lifestyle factors such as time spent at home, house type layout complexity, spaciousness, physical activity, routine and spatial novelty, and perceived loneliness. Extensive time spent at home has adverse effects on all measures, while multi-storey houses perform better than single-story houses with positive correlations with physical activity and spatial novelty. Separate regression models on the variance in depression, as the most salient dependent variable and reliably associated with neurogenesis, reveal that getting out of the house explains 20.5% of the variance in depression symptoms. At the scale of the house, multi-storey houses explain 16.5% of the variance. Both percentages are closer to the effect of loneliness, which we found to explain 26.6% of the variance in depression. The built environment appears to be significantly associated with changes in cognitive function and mental health symptoms associated with neurogenesis. This pilot study shows the equally important effect of physical and social enrichment, offering critically needed insights for neuroarchitecture and brain health research that is interested in public health.","non-rct observational study","International Journal of Environmental Research and Public Health","2","10.3390/ijerph21121553","https://consensus.app/papers/housing-environmental-enrichment-lifestyles-and-public-khalil-steemers/b2f5c2b789a458d5ad62c004119cdee8/"
"How does the macroenvironment influence brain and behaviour—a review of current status and future perspectives","The macroenvironment, including climate change, pollution, urbanization, and socioeconomic disparity, significantly influences brain and mental health, with potential implications for mental illness.","E. Polemiti, Sören Hese, Kerstin Schepanski, Jiacan Yuan, Gunter Schumann",2024,19,"The environment influences brain and mental health, both detrimentally and beneficially. Existing research has emphasised the individual psychosocial 'microenvironment'. Less attention has been paid to 'macroenvironmental' challenges, including climate change, pollution, urbanicity, and socioeconomic disparity. Notably, the implications of climate and pollution on brain and mental health have only recently gained prominence. With the advent of large-scale big-data cohorts and an increasingly dense mapping of macroenvironmental parameters, we are now in a position to characterise the relation between macroenvironment, brain, and behaviour across different geographic and cultural locations globally. This review synthesises findings from recent epidemiological and neuroimaging studies, aiming to provide a comprehensive overview of the existing evidence between the macroenvironment and the structure and functions of the brain, with a particular emphasis on its implications for mental illness. We discuss putative underlying mechanisms and address the most common exposures of the macroenvironment. Finally, we identify critical areas for future research to enhance our understanding of the aetiology of mental illness and to inform effective interventions for healthier environments and mental health promotion.","literature review","Molecular Psychiatry","1","10.1038/s41380-024-02557-x","https://consensus.app/papers/how-does-the-macroenvironment-influence-brain-and-polemiti-hese/e354ff3b29215ee2890dd53bcaf08819/"
"A Review and Expert Opinion on the Neuropsychiatric Assessment of Motor Functional Neurological Disorders.","The neuropsychiatric assessment of motor functional neurological disorders should focus on diagnosing the condition using physical signs and considering psychiatric and psychosocial factors for patient-centered treatment planning.","S. Aybek, S. Popkirov, C. Stephen, Mrcp UK MB ChB, DO JordanAnderson, MSc Simon Ducharme MD, A. Carson, M. Hallett, T. Nicholson, J. Stone, W. LaFrance, Mph Md, V. Voon",2020,97,"Functional neurological (conversion) disorder (FND) is a prevalent and disabling condition at the intersection of neurology and psychiatry. Advances have been made in elucidating an emerging pathophysiology for motor FND, as well as in identifying evidenced-based physiotherapy and psychotherapy treatments. Despite these gains, important elements of the initial neuropsychiatric assessment of functional movement disorders (FND-movt) and functional limb weakness/paresis (FND-par) have yet to be established. This is an important gap from both diagnostic and treatment planning perspectives. In this article, the authors performed a narrative review to characterize clinically relevant variables across FND-movt and FND-par cohorts, including time course and symptom evolution, precipitating factors, medical and family histories, psychiatric comorbidities, psychosocial factors, physical examination signs, and adjunctive diagnostic tests. Thereafter, the authors propose a preliminary set of clinical content that should be assessed during early-phase patient encounters, in addition to identifying physical signs informing diagnosis and potential use of adjunctive tests for challenging cases. Although clinical history should not be used to make a FND diagnosis, characteristics such as acute onset, precipitating events (e.g., injury and surgery), and a waxing and waning course (including spontaneous remissions) are commonly reported. Active psychiatric symptoms (e.g., depression and anxiety) and ongoing psychosocial stressors also warrant evaluation. Positive physical examination signs (e.g., Hoover's sign and tremor entrainment) are key findings, as one of the DSM-5 diagnostic criteria. The neuropsychiatric assessment proposed emphasizes diagnosing FND by using ""rule-in"" physical signs while also considering psychiatric and psychosocial factors to aid in the development of a patient-centered treatment plan.","literature review","The Journal of neuropsychiatry and clinical neurosciences","2","10.1176/appi.neuropsych.19120357","https://consensus.app/papers/a-review-and-expert-opinion-on-the-neuropsychiatric-aybek-popkirov/0fdae70b204b51d98c3552090f4dec80/"
"Outcomes of a 5-week individualised MDT outpatient (day-patient) treatment programme for functional neurological symptom disorder (FNSD)","A 5-week individualized MDT outpatient treatment programme effectively reduced symptoms, improved functional performance, and improved health status in patients with functional neurological symptom disorder (FNSD).","Panayiota Petrochilos, M. Elmalem, Darshak Patel, H. Louissaint, K. Hayward, J. Ranu, C. Selai",2020,33,"We report results from a 5-week MDT treatment programme, with individualised sessions, for a selected group of patients with FNSD, delivered in a neuropsychiatric outpatient setting. Primary aims were to (1) reduce symptoms, (2) improve functional performance and (3) improve health status. Treatment involved individual sessions of neuropsychiatry, cognitive behavioural therapy, physiotherapy, occupational-therapy, education and family meetings. Outcome measures collected at the beginning and end of treatment and at 6 months, were patient and clinician reported. Aims were assessed by the following: symptom reduction (PHQ15, PHQ9, GAD7, SPIN, Rosenberg); health and social functioning (HONOS, WSAS); functional performance (COPM); health status (EQ-5D-5L) and patient-rated perception of improvement (CGI). Analyses of 78 patients completing the programme and attending a 6-month review revealed high-baseline levels of disability compared to EQ-5DL population norms and high rates of disability and psychopathology as indicated by the WSAS and mental health indices (PHQ9, GAD7, SPIN, Rosenberg's self-esteem). At baseline, 92.3% met the IAPT caseness threshold for depression and 71% met the IAPT caseness threshold for anxiety. A Friedman ANOVA over the three time points and Dunn-Bonferroni post hoc tests indicated statistically significant improvements from admission to discharge and admission to 6-month follow-up. Sustained improvements were seen in somatic symptoms (PHQ15), depression (PHQ9), anxiety (GAD7), health and social functioning (HONOS), functionality (COPM), health status (EQ-5D-5L) and patient-rated clinical global improvement (CGI). An MDT can effectively deliver an outpatient programme for FNSD which can serve as an alternative to costlier inpatient programmes. Early identification and treatment of co-morbidities is advised.","non-rct experimental","Journal of Neurology","1","10.1007/s00415-020-09874-5","https://consensus.app/papers/outcomes-of-a-5week-individualised-mdt-outpatient-petrochilos-elmalem/71ce69aaf9745540a7fa5a2d9b72f069/"
"Psychosomatics: Communication of the Central Nervous System through Connection to Tissues, Organs, and Cells","Psychosomatic disorders are linked to pathological neural networks in the brain, and require complex treatment with cognitive-behavioral therapy and hypnosis methods.","Andrei Efremov",2024,34,"This study aimed to scrutinize existing evidence concerning the link between somatic symptoms and nervous system activity. The goal was to pinpoint areas for effective therapeutic interventions. Psychosomatic disorders, an often overlooked field of medicine, bears significance given the multitude of patients experiencing somatic symptoms due to specific emotions and experiences. The literature was explored using the methods of comparative analysis, synthesis and graphical representation. The study introduced pathological neural networks localized in brain regions such as the prefrontal cortex and hippocampus, leading to maladaptive behaviors and heightened negative focus. Activation of the sympathetic nervous system and the hypothalamus-pituitary-adrenal axis, alongside increased cortisol levels, induces chronic distress, inflammation, and disruptions in neurotransmitter metabolism. The gut microbiota significantly influences psychosomatic reactions. Patients with psychosomatic disorders require complex treatment with cognitive-behavioural therapy and hypnosis methods. Within the framework of pathological neural networks, the MindChat technique has yielded effectiveness with the purpose of ""dehypnotization"" and destruction of aberrant cognitive and emotional patterns. However, it should be noted that this technique requires further empirical support.","literature review","Clinical Psychopharmacology and Neuroscience","2","10.9758/cpn.24.1197","https://consensus.app/papers/psychosomatics-communication-of-the-central-nervous-efremov/2f6a91ec634f51f1b4c2845e5f1eecd1/"
"The Impact of Nutrients on Mental Health and Well-Being: Insights From the Literature","Intake of specific micro- and macronutrients, such as omega-3 fatty acids, can positively impact mental health and well-being, particularly through reducing stress and neuroinflammation.","M. Muscaritoli",2021,148,"A good nutritional status is important for maintaining normal body function and preventing or mitigating the dysfunction induced by internal or external factors. Nutritional deficiencies often result in impaired function, and, conversely, intakes at recommended levels can resume or further enhance body functions. An increasing number of studies are revealing that diet and nutrition are critical not only for physiology and body composition, but also have significant effects on mood and mental well-being. In particular, Western dietary habits have been the object of several research studies focusing on the relationship between nutrition and mental health. This review aims to summarize the current knowledge about the relationship between the intake of specific micro- and macronutrients, including eicosapentaenoic acid, docosahexaenoic acid, alpha-tocopherol, magnesium and folic acid, and mental health, with particular reference to their beneficial effect on stress, sleep disorders, anxiety, mild cognitive impairment, as well as on neuropsychiatric disorders, all significantly affecting the quality of life of an increasing number of people. Overall data support a positive role for the nutrients mentioned above in the preservation of normal brain function and mental well-being, also through the control of neuroinflammation, and encourage their integration in a well-balanced and varied diet, accompanied by a healthy lifestyle. This strategy is of particular importance when considering the global human aging and that the brain suffers significantly from the life-long impact of stress factors.","literature review","Frontiers in Nutrition","1","10.3389/fnut.2021.656290","https://consensus.app/papers/the-impact-of-nutrients-on-mental-health-and-wellbeing-muscaritoli/ed43b8f9bc315e199e6027973b295b40/"
